Recipe:
1-Pot, 3-Bean Chicken Stew Recipe - Allrecipes.com
0.08,ounce,bay leaf
0.65,ounce,green onion
0.65,ounce,fresh parsley
0.03,ounce,garlic
1.3,ounce,french bread
1.3,ounce,egg
3.89,ounce,bread crumb
0.05,ounce,rustic rub

Recipe:
BLT and P (Bacon, Leek, Tomato and Potato) Soup Recipe : Rachael Ray : Food Network
3.13,ounce,olive oil
4.7,ounce,bacon
1.57,ounce,celery
6.27,ounce,carrot
9.4,ounce,leek
0.2,ounce,bay leaf
0.08,ounce,salt and pepper
9.4,ounce,potato
50.16,ounce,chicken broth
11.76,ounce,diced tomato
0.2,ounce,fresh parsley
3.13,ounce,pie crust

Recipe:
Hungarian-ish Mini-Dumpling and Egg Noodle Soup Recipe : Rachael Ray : Food Network
56.61,ounce,chicken broth
14.15,ounce,ground turkey
3.54,ounce,egg
7.08,ounce,bread crumb
0.04,ounce,nutmeg
0.15,ounce,paprika
0.22,ounce,fresh parsley
0.09,ounce,salt and pepper
10.61,ounce,egg noodles
3.54,ounce,red bell pepper
2.65,ounce,green onion
1.33,ounce,dill

Recipe:
Black-Eyed Pea Soup with Smoked Turkey and Collard Greens Recipe : Emeril Lagasse : Food Network
1.31,ounce,olive oil
10.48,ounce,white onion
4.19,ounce,celery
4.19,ounce,red bell pepper
0.05,ounce,salt and pepper
4.19,ounce,turkey
2.1,ounce,italian seasoning
50.3,ounce,water
8.38,ounce,black-eyed pea
0.09,ounce,cayenne pepper
2.1,ounce,chile sauce
2.1,ounce,garlic
4.19,ounce,julienne
2.1,ounce,salt
0.05,ounce,red pepper
4.19,ounce,chicken broth

Recipe:
Callaloo Recipe : Emeril Lagasse : Food Network
7.36,ounce,pork tenderloin
4.9,ounce,white onion
1.23,ounce,scotch
0.61,ounce,thyme
49.05,ounce,chicken broth
19.62,ounce,spinach
4.9,ounce,okra
4.9,ounce,crab meat
2.45,ounce,green onion
0.06,ounce,salt and pepper
2.45,ounce,rice
2.45,ounce,chile sauce

Recipe:
Portuguese Potato Dumpling Soup Recipe : Emeril Lagasse : Food Network
23.42,ounce,potato
0.28,ounce,salt
2.23,ounce,ham
3.35,ounce,parmesan cheese
6.69,ounce,egg
0.84,ounce,butter
0.03,ounce,nutmeg
6.69,ounce,flour
30.12,ounce,chicken broth
10.04,ounce,water
6.69,ounce,yellow onion
6.69,ounce,carrot
0.42,ounce,fresh parsley
2.51,ounce,vegetable oil

Recipe:
Carrot Ginger Soup Recipe : Emeril Lagasse : Food Network
1.21,ounce,butter
0.61,ounce,olive oil
9.7,ounce,white onion
4.85,ounce,celery
2.42,ounce,ginger
0.61,ounce,garlic
9.7,ounce,carrot
58.18,ounce,chicken broth
0.2,ounce,salt
0.1,ounce,pepper
0.3,ounce,bay leaf
9.7,ounce,half-and-half
2.42,ounce,sour cream

Recipe:
Chilled Carrot Soup Recipe : Michael Symon : Food Network
0.47,ounce,olive oil
7.91,ounce,coriander
0.47,ounce,cumin
1.86,ounce,ginger
3.72,ounce,white onion
3.72,ounce,jalapeno
14.88,ounce,orange juice
14.88,ounce,coconut milk
29.77,ounce,chicken broth
14.88,ounce,carrot
7.44,ounce,half-and-half

Recipe:
Banana-Coconut Soup Recipe : Paula Deen : Food Network
1.84,ounce,olive oil
7.35,ounce,banana
7.35,ounce,leek
7.35,ounce,white onion
3.67,ounce,celery
3.67,ounce,carrot
5.51,ounce,garlic
0.15,ounce,chili paste
0.09,ounce,pepper
0.31,ounce,cumin
0.23,ounce,coriander
7.35,ounce,orange juice
29.4,ounce,vegetable stock
14.7,ounce,coconut
3.67,ounce,shrimp
3.67,ounce,chive
3.67,ounce,sour cream

Recipe:
Plantain and Coconut Soup with Shrimp, Tomato and Avocado Salad Recipe : Emeril Lagasse : Food Network
0.65,ounce,olive oil
1.72,ounce,pork tenderloin
5.17,ounce,white onion
2.58,ounce,carrot
1.29,ounce,celery
0.22,ounce,garlic
0.22,ounce,curry powder
20.66,ounce,plantain
41.32,ounce,chicken broth
5.17,ounce,coconut milk
0.81,ounce,salt
0.35,ounce,pepper
0.65,ounce,lime juice
0.65,ounce,butter
0.11,ounce,emeril's southwest essence
5.17,ounce,shrimp
2.58,ounce,diced tomato
2.58,ounce,avocado
0.22,ounce,coriander
5.17,ounce,sour cream
0.81,ounce,paprika
0.65,ounce,garlic powder
0.32,ounce,onion powder
0.32,ounce,cayenne pepper
0.32,ounce,oregano
0.32,ounce,thyme

Recipe:
Chilled Tomato Consomme Recipe :   : Food Network
68.01,ounce,roma tomato
17.0,ounce,green onion
2.13,ounce,lemon
4.25,ounce,basil
2.13,ounce,garlic
0.11,ounce,salt and pepper
2.13,ounce,beet
4.25,ounce,half-and-half

Recipe:
White Asparagus Soup Recipe :   : Food Network
1.01,ounce,butter
4.04,ounce,yellow onion
32.29,ounce,asparagus
48.44,ounce,vegetable broth
4.04,ounce,white wine
10.09,ounce,half-and-half
0.1,ounce,pepper

Recipe:
Oven Roasted Winter Squash Soup with Goat Milk Recipe :   : Food Network
45.79,ounce,squash
1.43,ounce,olive oil
0.16,ounce,salt
22.89,ounce,garlic
15.26,ounce,vegetable stock
0.16,ounce,pepper
11.45,ounce,milk
2.86,ounce,thyme

Recipe:
Garlic Seafood Soup Recipe :   : Food Network
14.83,ounce,mussel
14.83,ounce,clam
14.83,ounce,red snapper
2.47,ounce,olive oil
2.47,ounce,ginger
4.94,ounce,garlic
4.94,ounce,white onion
4.94,ounce,red bell pepper
2.47,ounce,roma tomato
4.94,ounce,chicken broth
9.89,ounce,lime
0.93,ounce,coriander
0.15,ounce,saffron
2.47,ounce,serrano pepper
2.47,ounce,banana
9.89,ounce,coconut milk
0.06,ounce,salt and pepper
2.47,ounce,pie crust

Recipe:
Lucile Wright's Oyster Bisque Recipe : Paula Deen : Food Network
29.51,ounce,oyster
0.09,ounce,pepper
7.38,ounce,celery
3.69,ounce,white onion
29.51,ounce,milk
14.75,ounce,half-and-half
1.84,ounce,butter
0.92,ounce,flour
3.69,ounce,nutmeg
3.69,ounce,curry powder
0.46,ounce,lemon juice
0.46,ounce,worcestershire
0.09,ounce,cayenne pepper
3.69,ounce,paprika
0.23,ounce,fresh parsley

Recipe:
Celery Root Bisque with Sauteed Lobster Recipe : Emeril Lagasse : Food Network
0.49,ounce,olive oil
7.82,ounce,white onion
3.91,ounce,parsnip
35.17,ounce,celery
0.49,ounce,shallot
0.16,ounce,garlic
39.08,ounce,chicken broth
0.16,ounce,salt
0.02,ounce,cayenne pepper
7.82,ounce,half-and-half
0.98,ounce,fresh parsley
3.91,ounce,lobster

Recipe:
Cream of Tomato Soup with Fontina, Mushroom, Prosciutto and Truffle Grilled Cheese Sandwiches Recipe : Emeril Lagasse : Food Network
2.09,ounce,olive oil
3.42,ounce,white onion
2.28,ounce,carrot
2.28,ounce,celery
0.29,ounce,garlic
0.86,ounce,tomato paste
15.98,ounce,roma tomato
18.26,ounce,chicken broth
0.29,ounce,marjoram
0.24,ounce,salt
0.1,ounce,pepper
0.29,ounce,balsamic vinegar
4.56,ounce,half-and-half
0.57,ounce,basil
4.56,ounce,fontina
9.13,ounce,truffle
11.41,ounce,french bread
0.57,ounce,prosciutto
22.82,ounce,mushroom

Recipe:
Broccoli Soup Recipe : Paula Deen : Food Network
16.6,ounce,broccoli
66.39,ounce,chicken broth
16.6,ounce,half-and-half
0.41,ounce,salt and pepper

Recipe:
Curried Split Pea Soup Recipe : Alton Brown : Food Network
1.61,ounce,butter
12.88,ounce,white onion
0.16,ounce,salt and pepper
0.81,ounce,garlic
19.32,ounce,pea
64.41,ounce,chicken broth
0.81,ounce,curry powder

Recipe:
Miso Soup Recipe : Alton Brown : Food Network
12.5,ounce,tofu
66.67,ounce,seafood broth
4.17,ounce,miso
16.67,ounce,green onion

Recipe:
Catfish Soup Recipe : Alton Brown : Food Network
28.57,ounce,seafood broth
1.79,ounce,lemon
0.89,ounce,julienne
0.89,ounce,coriander
7.14,ounce,habanero pepper
3.57,ounce,soy sauce
3.57,ounce,lime juice
28.57,ounce,catfish filet
25.0,ounce,coconut milk

Recipe:
Fire and Ice Peach and Jalapeno Soup Ice Bowls with Cotton Candy Recipe :   : Food Network
51.89,ounce,peach
8.65,ounce,schnapps
17.3,ounce,white wine
0.54,ounce,mint
8.65,ounce,jalapeno
3.24,ounce,white sugar
9.73,ounce,half-and-half

Recipe:
Smooth White Grape Gazpacho Recipe : Claire Robinson : Food Network
45.35,ounce,white seedless grape
18.14,ounce,milk
9.07,ounce,almond
18.14,ounce,green onion
9.07,ounce,lime
0.23,ounce,pepper

Recipe:
Slime Soup Recipe : Nigella Lawson : Food Network
45.61,ounce,pea
5.7,ounce,green onion
34.2,ounce,water
0.24,ounce,vegetable stock
14.25,ounce,cheese

Recipe:
Pea and Pesto Soup Recipe : Nigella Lawson : Food Network
41.2,ounce,water
41.2,ounce,pea
13.73,ounce,green onion
0.29,ounce,salt
0.14,ounce,lime juice
3.43,ounce,pesto

Recipe:
Brisket Chile Recipe : Michael Symon : Food Network
2.71,ounce,vegetable oil
5.42,ounce,red onion
5.42,ounce,garlic
10.85,ounce,red bell pepper
0.68,ounce,salt
2.71,ounce,chili powder
1.36,ounce,paprika
21.69,ounce,brisket
43.39,ounce,roma tomato
0.34,ounce,coriander
5.42,ounce,sour cream

Recipe:
Emeril's First Alphabet Soup Recipe : Emeril Lagasse : Food Network
0.77,ounce,vegetable oil
12.34,ounce,yellow onion
9.26,ounce,celery
9.26,ounce,carrot
0.26,ounce,garlic
49.37,ounce,chicken broth
12.34,ounce,water
0.03,ounce,pepper
0.19,ounce,bay leaf
6.17,ounce,fettuccine

Recipe:
Broccoli and Cheese Soup with Croutons Recipe : Emeril Lagasse : Food Network
1.78,ounce,butter
9.5,ounce,yellow onion
1.29,ounce,salt
0.64,ounce,pepper
0.12,ounce,nutmeg
0.1,ounce,garlic
0.69,ounce,thyme
1.78,ounce,flour
28.51,ounce,chicken broth
19.01,ounce,broccoli
9.5,ounce,half-and-half
11.88,ounce,cheddar cheese
9.5,ounce,french bread
1.19,ounce,olive oil
0.05,ounce,italian seasoning
1.48,ounce,paprika
1.19,ounce,garlic powder
0.59,ounce,onion powder
0.59,ounce,cayenne pepper
0.59,ounce,oregano

Recipe:
Smoked Chicken and Shrimp Bisque Recipe : Robert Irvine : Food Network
30.21,ounce,apple
0.47,ounce,paprika
0.47,ounce,onion powder
0.16,ounce,cayenne pepper
0.47,ounce,brown sugar
0.57,ounce,salt and pepper
0.47,ounce,red seedless grape
11.33,ounce,chicken breast
1.42,ounce,butter
2.83,ounce,celery
1.89,ounce,white onion
2.52,ounce,flour
30.21,ounce,shrimp
3.78,ounce,milk
11.33,ounce,half-and-half
1.42,ounce,fresh parsley
0.47,ounce,garlic

Recipe:
White Gazpacho and Lobster Brochette Recipe :   : Food Network
2.58,ounce,almond
71.26,ounce,water
2.56,ounce,bread crumb
0.64,ounce,verjus
1.28,ounce,white seedless grape
0.53,ounce,cucumber
0.04,ounce,vinegar
0.25,ounce,olive oil
20.48,ounce,lobster
0.02,ounce,lemon
0.02,ounce,cayenne pepper
0.02,ounce,salt and pepper
0.32,ounce,chive

Recipe:
Senegalese Peanut Soup with Chicken Recipe : Emeril Lagasse : Food Network
9.55,ounce,potato
1.99,ounce,peanut
25.46,ounce,roma tomato
0.4,ounce,curry powder
6.37,ounce,julienne
0.2,ounce,garlic
0.03,ounce,cayenne pepper
25.46,ounce,chicken broth
3.18,ounce,peanut butter
6.37,ounce,coconut milk
0.23,ounce,salt
0.07,ounce,pepper
19.1,ounce,chicken breast
0.8,ounce,coriander
0.8,ounce,roasted peanut

Recipe:
Tuscan White Bean and Garlic Soup Recipe : Giada De Laurentiis : Food Network
1.27,ounce,butter
5.71,ounce,olive oil
10.15,ounce,shallot
0.32,ounce,sage
19.03,ounce,cannellini bean
40.59,ounce,chicken broth
10.15,ounce,garlic
5.07,ounce,half-and-half
0.11,ounce,pepper
7.61,ounce,ciabatta

Recipe:
Quick Red Bean Soup Recipe : Emeril Lagasse : Food Network
8.85,ounce,pork sausage
0.49,ounce,vegetable oil
8.85,ounce,yellow onion
4.42,ounce,celery
4.42,ounce,red bell pepper
0.37,ounce,bay leaf
0.06,ounce,salt
0.03,ounce,cayenne pepper
0.25,ounce,garlic
23.59,ounce,red bean
35.39,ounce,chicken broth
11.8,ounce,half-and-half
1.47,ounce,green onion

Recipe:
Homemade Tomato Soup Recipe : Michael Chiarello : Food Network
28.37,ounce,chopped tomato
12.16,ounce,olive oil
0.2,ounce,salt and pepper
4.05,ounce,celery
8.11,ounce,carrot
8.11,ounce,yellow onion
8.11,ounce,garlic
16.21,ounce,chicken broth
0.51,ounce,bay leaf
2.03,ounce,butter
4.05,ounce,basil
8.11,ounce,half-and-half

Recipe:
Lentil Soup Recipe : Alton Brown : Food Network
0.95,ounce,olive oil
7.58,ounce,white onion
3.79,ounce,carrot
3.79,ounce,celery
0.32,ounce,salt
15.17,ounce,lentil
7.58,ounce,chopped tomato
60.66,ounce,vegetable broth
0.08,ounce,coriander
0.08,ounce,cumin

Recipe:
Lobster Gazpacho Recipe : Robert Irvine : Food Network
8.19,ounce,red onion
0.26,ounce,celery
4.09,ounce,cucumber
4.09,ounce,red pepper
4.09,ounce,jalapeno
20.47,ounce,roma tomato
0.51,ounce,worcestershire
16.38,ounce,vegetable juice
4.09,ounce,lemon
8.19,ounce,lime
2.05,ounce,coriander
0.51,ounce,garlic
0.1,ounce,salt and pepper
24.57,ounce,lobster
1.02,ounce,red seedless grape
0.17,ounce,italian seasoning
0.17,ounce,dry mustard
1.02,ounce,fresh parsley

Recipe:
Emeril's Quick Tortilla Soup Recipe : Emeril Lagasse : Food Network
0.85,ounce,olive oil
6.79,ounce,white onion
0.28,ounce,garlic
3.39,ounce,red bell pepper
3.39,ounce,jalapeno
1.08,ounce,salt
0.21,ounce,cumin
1.77,ounce,coriander
0.42,ounce,tomato paste
40.73,ounce,chicken broth
13.58,ounce,chicken
0.28,ounce,lime juice
0.85,ounce,tortilla
13.58,ounce,vegetable oil
0.14,ounce,emeril's southwest essence
3.39,ounce,avocado
1.84,ounce,chipotle chili pepper
1.06,ounce,paprika
0.85,ounce,garlic powder
0.42,ounce,pepper
0.42,ounce,onion powder
0.42,ounce,cayenne pepper
0.42,ounce,oregano
0.42,ounce,thyme
3.39,ounce,sour cream

Recipe:
Chilled Cucumber Apple Soup Recipe :   : Food Network
7.46,ounce,shallot
0.93,ounce,red seedless grape
29.85,ounce,cucumber
22.39,ounce,vegetable stock
7.46,ounce,white seedless grape
7.46,ounce,apple
9.33,ounce,mint
14.93,ounce,buttermilk
0.19,ounce,salt and pepper

Recipe:
Onion Soup with Fontina and Thyme Recipe : Giada De Laurentiis : Food Network
3.01,ounce,olive oil
16.05,ounce,white onion
0.17,ounce,salt
0.17,ounce,pepper
0.33,ounce,thyme
64.21,ounce,chicken broth
8.03,ounce,ciabatta
8.03,ounce,fontina

Recipe:
Poached Shrimp in a Miso Broth with Cellophane Noodles Recipe : Emeril Lagasse : Food Network
4.08,ounce,konbu
43.49,ounce,water
5.44,ounce,bonito flake
8.15,ounce,shiitake mushroom
0.45,ounce,soy sauce
3.4,ounce,miso
2.04,ounce,green onion
21.74,ounce,shrimp
0.23,ounce,salt
0.11,ounce,pepper
10.87,ounce,cellophane noodles

Recipe:
Spicy Coconut Soup Recipe : Aida Mollenkamp : Food Network
0.52,ounce,vegetable oil
2.09,ounce,lemon
12.57,ounce,ginger
4.19,ounce,jalapeno
33.51,ounce,chicken broth
14.66,ounce,coconut milk
0.52,ounce,brown sugar
7.33,ounce,tofu
18.85,ounce,pea
2.09,ounce,basil
2.09,ounce,lime juice
1.57,ounce,soy sauce

Recipe:
Blushing She Crab Soup with a Twist Recipe :   : Food Network
19.97,ounce,roma tomato
3.99,ounce,olive oil
7.99,ounce,banana
0.17,ounce,salt
7.99,ounce,red onion
0.17,ounce,brown sugar
0.12,ounce,red pepper
0.25,ounce,pepper
7.99,ounce,coriander
5.33,ounce,chicken broth
11.98,ounce,vegetable juice
3.99,ounce,egg
2.0,ounce,lemon
5.33,ounce,whipping cream
3.0,ounce,butter
2.0,ounce,garlic
0.02,ounce,italian seasoning
5.33,ounce,sherry
8.07,ounce,crab meat
3.99,ounce,parmesan cheese
0.33,ounce,red lump fish caviar

Recipe:
Watermelon Beet Soup Recipe :   : Food Network
41.55,ounce,beet
11.08,ounce,melon
22.16,ounce,orange
22.16,ounce,water
2.77,ounce,half-and-half
0.28,ounce,pepper

Recipe:
Oyster and Brie Champagne Soup Recipe :   : Food Network
1.71,ounce,butter
4.56,ounce,shallot
0.1,ounce,red pepper
2.28,ounce,flour
31.93,ounce,fish stock
18.25,ounce,half-and-half
13.69,ounce,cheese
9.12,ounce,chive
0.11,ounce,salt and pepper
9.12,ounce,ham
9.12,ounce,oyster

Recipe:
Triple Orange Dessert Soup Recipe : Michael Chiarello : Food Network
28.5,ounce,orange
28.5,ounce,tangerine
19.0,ounce,grapefruit
4.75,ounce,white sugar
0.24,ounce,salt
19.0,ounce,muscat

Recipe:
Cherrystone Clams and Pork in a Saffron Wine Broth Recipe : Emeril Lagasse : Food Network
0.3,ounce,olive oil
9.48,ounce,ground pork
2.37,ounce,white onion
1.18,ounce,celery
1.18,ounce,red bell pepper
0.07,ounce,salt
0.05,ounce,red pepper
18.96,ounce,pepper
0.59,ounce,garlic
0.06,ounce,saffron
56.87,ounce,cherry
4.74,ounce,white wine
1.78,ounce,coriander
2.37,ounce,pie crust

Recipe:
Everything but the Kitchen Sink Recipe : Robert Irvine : Food Network
0.39,ounce,red seedless grape
0.08,ounce,salt and pepper
0.79,ounce,squash
6.29,ounce,carrot
3.15,ounce,white onion
0.79,ounce,garlic
6.29,ounce,potato
50.32,ounce,vegetable stock
6.29,ounce,white kidney bean
6.29,ounce,red kidney bean
0.2,ounce,bay leaf
0.26,ounce,thyme
12.58,ounce,broccoli
6.29,ounce,roma tomato

Recipe:
Garlic Soup with Creole Croutons Recipe : Emeril Lagasse : Food Network
2.11,ounce,olive oil
0.07,ounce,red pepper
8.45,ounce,white onion
2.23,ounce,garlic
0.18,ounce,bay leaf
0.29,ounce,salt
19.73,ounce,pepper
45.09,ounce,chicken broth
0.12,ounce,basil
0.12,ounce,thyme
16.91,ounce,french bread
2.82,ounce,half-and-half
1.88,ounce,parmesan cheese

Recipe:
Mom's Hot Dog and Pea Soup Recipe : Emeril Lagasse : Food Network
0.45,ounce,olive oil
1.79,ounce,white onion
28.7,ounce,frankfurters
43.05,ounce,chicken broth
14.35,ounce,pea
7.17,ounce,potato
3.59,ounce,salt
0.9,ounce,mint

Recipe:
Potato and Turkey Hot Dog Soup with Herbs Recipe : Emeril Lagasse : Food Network
1.15,ounce,olive oil
9.17,ounce,frankfurters
0.57,ounce,garlic
9.17,ounce,white onion
0.57,ounce,thyme
0.29,ounce,sage
27.51,ounce,potato
36.68,ounce,chicken broth
0.19,ounce,salt
0.1,ounce,pepper
0.29,ounce,bay leaf
9.17,ounce,diced tomato
4.58,ounce,half-and-half
0.57,ounce,fresh parsley

Recipe:
Sweet Potato and Andouille Soup Recipe : Emeril Lagasse : Food Network
2.0,ounce,peanut
26.7,ounce,potato
10.68,ounce,vegetarian burger
10.68,ounce,julienne
0.33,ounce,garlic
0.06,ounce,cayenne pepper
42.71,ounce,chicken broth
5.34,ounce,half-and-half
0.17,ounce,salt
1.33,ounce,chive

Recipe:
Chicken Pot Pie Soup Recipe : Aaron McCargo, Jr. : Food Network
10.32,ounce,potato
41.26,ounce,water
15.47,ounce,chicken breast
0.32,ounce,chicken bouillon
2.58,ounce,vegetable oil
1.29,ounce,white onion
2.58,ounce,celery
2.58,ounce,flour
0.21,ounce,italian seasoning
0.11,ounce,pepper
15.47,ounce,mixed vegetables
5.16,ounce,half-and-half
0.06,ounce,salt
2.58,ounce,pie crust

Recipe:
Tomato-Tortilla Soup Recipe : Ellie Krieger : Food Network
46.6,ounce,tortilla
0.16,ounce,vegetable oil
0.04,ounce,salt
7.77,ounce,white onion
0.49,ounce,garlic
3.88,ounce,jalapeno
0.16,ounce,cumin
0.12,ounce,oregano
31.07,ounce,chicken broth
4.85,ounce,diced tomato
1.94,ounce,lime juice
1.94,ounce,sour cream
0.97,ounce,coriander

Recipe:
Noodle Soup for Needy People Recipe : Nigella Lawson : Food Network
9.63,ounce,udon noodle
38.5,ounce,chicken
0.27,ounce,brown sugar
6.42,ounce,star anise
0.27,ounce,ginger
1.6,ounce,soy sauce
9.63,ounce,refried bean
9.63,ounce,white sugar
9.63,ounce,shiitake mushroom
12.83,ounce,bok choy
1.6,ounce,coriander

Recipe:
Chocolate Soup with Raspberry and Hazelnut Salad Recipe : Michael Chiarello : Food Network
38.46,ounce,half-and-half
1.2,ounce,butter
1.2,ounce,white sugar
28.85,ounce,baking chocolate
26.44,ounce,raspberry
2.4,ounce,hazelnut
1.2,ounce,mint
0.24,ounce,salt

Recipe:
Roasted Butternut Squash Soup Recipe : Michael Chiarello : Food Network
0.77,ounce,olive oil
3.1,ounce,white onion
1.55,ounce,celery
1.55,ounce,carrot
2.32,ounce,cinnamon stick
0.93,ounce,salt
0.15,ounce,pepper
24.79,ounce,chicken broth
0.45,ounce,coriander
46.49,ounce,squash
3.1,ounce,half-and-half
1.55,ounce,mascarpone
0.77,ounce,pumpkin
3.1,ounce,butter
0.77,ounce,sage
0.77,ounce,white sugar
1.55,ounce,balsamic vinegar
1.55,ounce,molasses
0.26,ounce,french bread
1.55,ounce,fennel seed
0.39,ounce,white peppercorn
0.19,ounce,red pepper
1.55,ounce,chili powder
0.77,ounce,cinnamon

Recipe:
Mascarpone Brioche Sandwiches with Chocolate Soup Recipe : Emeril Lagasse : Food Network
24.62,ounce,half-and-half
24.62,ounce,milk
24.62,ounce,baking chocolate
6.15,ounce,coffee
4.62,ounce,cheese
1.54,ounce,honey
4.62,ounce,mascarpone
3.08,ounce,brioche
6.15,ounce,butter

Recipe:
Chicken and Herbed Dumplings Recipe : Emeril Lagasse : Food Network
36.76,ounce,chicken
5.51,ounce,white onion
22.06,ounce,chicken broth
0.11,ounce,bay leaf
0.65,ounce,salt
9.65,ounce,flour
1.23,ounce,green onion
0.31,ounce,baking powder
2.3,ounce,butter
3.68,ounce,milk
0.92,ounce,white wine
0.15,ounce,emeril's southwest essence
0.31,ounce,thyme
4.14,ounce,celery
7.35,ounce,carrot
0.92,ounce,half-and-half
1.84,ounce,pea
0.05,ounce,salt and pepper
0.69,ounce,fresh parsley
0.46,ounce,garlic powder
0.23,ounce,pepper
0.23,ounce,onion powder
0.23,ounce,cayenne pepper
0.23,ounce,oregano

Recipe:
Garden Vegetable Soup Recipe : Alton Brown : Food Network
1.15,ounce,olive oil
9.22,ounce,leek
0.58,ounce,garlic
0.06,ounce,salt
9.22,ounce,carrot
9.22,ounce,potato
9.22,ounce,green bean
36.88,ounce,vegetable broth
18.44,ounce,chopped tomato
4.61,ounce,fresh corn
0.05,ounce,pepper
1.15,ounce,fresh parsley
0.19,ounce,lemon juice

Recipe:
Grape Gazpacho Recipe : Alton Brown : Food Network
11.03,ounce,cucumber
11.03,ounce,apple
11.03,ounce,tomatillo
33.1,ounce,seedless green grape
11.03,ounce,walnut
11.03,ounce,yogurt
11.03,ounce,white grape juice
0.23,ounce,rice vinegar
0.34,ounce,mint
0.14,ounce,salt

Recipe:
Harlequin Soup Recipe : Michael Chiarello : Food Network
24.29,ounce,broccoli
3.47,ounce,squash
3.47,ounce,chive
0.87,ounce,olive oil
0.43,ounce,butter
0.87,ounce,garlic
6.94,ounce,white onion
3.47,ounce,celery
0.09,ounce,salt and pepper
0.29,ounce,thyme
34.7,ounce,chicken broth
13.88,ounce,spinach
0.29,ounce,lemon
6.94,ounce,buttermilk

Recipe:
Watermelon Gazpacho Shooters Recipe : Dan Smith and Steve McDonagh : Food Network
70.05,ounce,melon
17.51,ounce,tomatillo
1.09,ounce,jalapeno
8.76,ounce,lime
0.18,ounce,salt
0.22,ounce,cayenne pepper
2.19,ounce,half-and-half

Recipe:
Pozole Rojo Recipe : Emeril Lagasse : Food Network
1.38,ounce,garlic
22.01,ounce,pork shoulder
0.34,ounce,salt
0.11,ounce,pepper
38.52,ounce,water
11.01,ounce,chicken broth
1.38,ounce,white onion
1.03,ounce,green chile
0.03,ounce,emeril's southwest essence
10.32,ounce,grits
0.23,ounce,oregano
1.38,ounce,avocado
1.38,ounce,julienne
1.38,ounce,red onion
1.55,ounce,coriander
1.38,ounce,sour cream
1.38,ounce,pumpkin
1.38,ounce,tortilla chip
1.38,ounce,lime
1.38,ounce,chili
0.34,ounce,chili powder
0.11,ounce,cumin
0.34,ounce,paprika
0.06,ounce,cayenne pepper
0.17,ounce,garlic powder
0.06,ounce,red pepper

Recipe:
Menisha Recipe : Michael Chiarello : Food Network
2.95,ounce,cannellini bean
0.89,ounce,olive oil
1.18,ounce,prosciutto
1.18,ounce,white onion
2.36,ounce,carrot
0.89,ounce,celery
0.07,ounce,sage
28.36,ounce,water
0.03,ounce,salt
3.55,ounce,fennel
4.73,ounce,yellow onion
0.15,ounce,garlic
0.05,ounce,fennel seed
37.82,ounce,spinach
1.58,ounce,roma tomato
3.55,ounce,potato
4.73,ounce,zucchini
2.36,ounce,green bean
3.55,ounce,jalapeno
0.03,ounce,pepper

Recipe:
Round 2 Recipe: Tortilla Soup Recipe : Sandra Lee : Food Network
49.9,ounce,chicken broth
0.09,ounce,red pepper
12.48,ounce,chicken
15.6,ounce,chopped tomato
0.1,ounce,salt
8.32,ounce,vegetable oil
8.32,ounce,tortilla
1.04,ounce,coriander
4.16,ounce,lime

Recipe:
Italian Sausage and Tomato Soup Recipe : Emeril Lagasse : Food Network
2.3,ounce,bacon
18.43,ounce,vegetarian burger
9.22,ounce,red onion
0.1,ounce,emeril's southwest essence
0.05,ounce,red pepper
0.58,ounce,garlic
0.14,ounce,bay leaf
36.87,ounce,roma tomato
27.65,ounce,chicken broth
0.06,ounce,salt and pepper
2.3,ounce,coriander
2.3,ounce,pie crust

Recipe:
Cheese and Beer Soup with Spicy Popcorn Garnish Recipe : Emeril Lagasse : Food Network
3.5,ounce,butter
6.23,ounce,yellow onion
6.23,ounce,celery
6.23,ounce,parsnip
0.78,ounce,garlic
3.11,ounce,flour
24.9,ounce,chicken broth
12.45,ounce,beer
0.19,ounce,bay leaf
0.55,ounce,cayenne pepper
6.48,ounce,half-and-half
12.45,ounce,cheddar cheese
9.34,ounce,vegetarian burger
0.47,ounce,pepper
1.17,ounce,olive oil
2.08,ounce,fresh corn
0.13,ounce,emeril's southwest essence
0.81,ounce,salt
0.97,ounce,paprika
0.78,ounce,garlic powder
0.39,ounce,onion powder
0.39,ounce,oregano
0.39,ounce,thyme

Recipe:
Emeril's Mulligatawny Soup Recipe : Emeril Lagasse : Food Network
0.93,ounce,butter
11.22,ounce,chicken thigh
0.47,ounce,masala
0.14,ounce,salt
7.48,ounce,white onion
1.87,ounce,carrot
1.87,ounce,celery
0.47,ounce,garlic
0.47,ounce,ginger
7.48,ounce,apple
7.48,ounce,potato
3.74,ounce,lentil
22.44,ounce,chicken
0.06,ounce,pepper
2.8,ounce,zucchini
2.8,ounce,squash
3.74,ounce,spinach
6.54,ounce,coconut milk
3.74,ounce,chopped tomato
0.23,ounce,cider vinegar
11.22,ounce,rice
1.87,ounce,cashew
0.93,ounce,coriander

Recipe:
Sephardic Chicken Soup with Sofrito and Herbed Matzo Balls Recipe :   : Food Network
11.79,ounce,egg
0.12,ounce,vegetable oil
0.49,ounce,olive oil
25.05,ounce,chicken
0.74,ounce,water
